token;freq
baʝ;4
kaɾl;3
fɾee;8
ost;1
kat;7
xin;10
njuɾ;1
dɾet͡ʃs;1
peɾdon;4
ksit;1
inkoɡ;1
dono;5
kumpl;1
peɡ;1
ipf;3
kɾisto;1
xiɾa;1
ɡɾaf;11
oxa;1
t͡ʃen;3
ʃwi;2
taiwan;6
pus;5
daɾd;1
tanɡ;2
pdp;1
blaɾ;2
ʃanɡ;1
kanton;1
alek;2
pei;10
fei;5
ukd;3
ʝoɾ;2
kadis;4
aɾmo;1
foʝon;2
nawi;3
neks;4
skott;1
dissi;1
skud;2
stef;1
banto;4
ɾoso;2
lisan;1
ʝk;1
kude;1
samp;2
ɾuff;1
xii;1
fɾaxil;3
lind;1
kouɾ;1
st͡ʃni;1
bend;4
desi;4
ipk;1
kompli;3
taʝo;1
leio;4
plasti;8
dɾib;1
lox;15
tobus;3
toɾno;1
likop;2
sef;1
peu;1
nilton;1
daɲo;1
spa;7
naiɾ;7
ɡon;7
luft;1
kodi;7
tein;7
slots;2
ɾitme;1
seen;5
sans;5
t͡ʃil;5
bɾal;13
od;6
pelo;1
ʝamen;1
eksplisi;2
ason;1
seɾkan;2
ast;7
nolds;6
kiɾuɾ;3
pik;1
monti;2
ponk;1
tɾami;9
flot;1
iba;2
ɲes;1
siuɾ;1
baton;3
pabon;6
nuɲes;5
ein;1
kois;1
klem;1
bowl;2
tadon;2
nwo;8
ɾenk;1
ɾeemp;1
kade;1
xne;5
pito;2
ɾomu;1
ɡalban;2
sebs;1
ɡaitan;4
tei;4
ɾaxe;1
pspb;1
sap;3
ɾolo;1
pn;3
ɾje;4
banis;3
ʝdɾ;1
peɾo;12
kmb;5
ɾila;4
ɾost;11
pomu;1
falto;3
exo;1
ʃiɾ;1
mitt͡ʃ;1
peɾn;1
puxon;3
ut;2
ɡank;4
xoɾo;1
nekto;1
kdk;8
tiʝo;3
puɡ;6
udk;1
niko;2
sente;1
daɾe;1
nap;1
beɾxen;1
pɾoɡɾes;1
tuio;2
maiɾ;4
multa;1
debo;1
sop;4
senn;1
ope;1
faɾk;1
ɡwan;1
ɾontan;1
inteɾp;1
sabɾ;1
mkkaf;1
fɾei;1
klo;12
mat͡ʃ;2
lent;1
ɡipus;2
bilt;5
essep;1
ʝamo;6
fmi;3
bm;2
pnud;1
niɾa;1
ɾaxas;1
welteɾ;7
feliks;1
peɾwel;2
ɾeid;2
fib;2
ɾeʝ;1
aut;1
soloɾ;4
bob;2
nak;2
deb;14
aib;1
ʝɡ;3
xins;3
bib;26
ɾalto;1
flei;2
wim;1
ɾixss;1
ɾixs;1
pato;4
alo;2
ɾeɾs;2
daks;1
ɾows;1
kim;3
montt;2
pese;1
t͡ʃet;2
mkkain;11
ksul;1
pase;2
news;1
bliʃ;1
ɾoo;2
belt;1
nald;1
ɾoss;3
ɾot;1
t͡ʃin;1
ssien;1
anso;1
sato;1
efi;1
moo;1
lak;13
konto;2
pamp;3
eo;5
seu;1
upn;1
mw;1
meɾo;1
stɾwiɾ;3
aɾs;1
maɾt;1
oik;1
subi;3
lint͡ʃ;1
xinɡ;1
fuɾst;1
ɾust;1
donkk;2
ɡoi;2
ksiks;2
ɾakan;2
soɲa;1
oɾto;1
inu;4
koktel;1
kaxo;1
puxo;1
sais;5
aɡo;2
kod;1
wme;3
beis;3
sesped;7
mona;1
dels;3
st͡ʃil;1
eim;3
tʝeɾ;1
dur;2
boiɾ;1
fai;1
sulfu;2
ɾoxo;4
lit;6
tɾau;2
esti;6
lato;1
lumbɾo;1
ɡana;1
fasi;1
loɡs;2
tɾansxe;4
batt;2
kɾeek;1
staɾt;1
link;5
t͡ʃips;1
xeneti;1
staɾ;2
aleɾ;1
linɡ;2
tiɾo;6
wit͡ʃt;1
xab;1
xla;1
ɾml;1
eɾa;3
ɾeso;8
ɾant͡ʃ;3
ɾend;3
xei;1
bub;1
einɡ;1
ptx;3
tato;3
ljen;6
ksbii;5
unani;1
nif;4
ksen;4
meli;3
sindɾo;3
musku;5
bebes;6
sason;2
psdeɡ;4
tou;4
ksun;4
ɾalim;9
tɾen;3
west;3
fantas;3
kpi;1
ɾaple;5
kontɾe;1
maxi;6
bɾent;1
wiʝ;2
steel;1
ɡɾiɡs;1
kisto;3
djep;1
ɾjum;2
sau;2
sudaf;6
eid;1
kna;3
nusba;2
sben;1
lunsk;2
oud;2
wo;5
sadk;1
ɾdk;3
ljon;1
ou;4
taʝon;2
ɾjess;2
oɾf;1
kald;2
kles;1
ksel;1
spɾin;2
bwiɾa;1
meka;7
maast;1
ɾit͡ʃt;1
bout;1
mond;2
ksks;6
abɾan;1
lust;7
kisa;25
matt;1
ews;4
onɾo;1
bud;2
touɾ;2
faus;2
udan;1
also;1
nundo;2
baɾse;1
kauso;2
bobs;1
tɾaxi;7
mwi;1
saul;1
mjon;2
telon;1
laɾan;3
lado;2
labɾa;1
teaɾ;1
eɾt;1
saint;1
uto;1
patɾon;1
naɾko;1
psi;9
kotɾo;1
nep;1
isla;2
eɾan;3
ɾani;1
pɾaɡma;1
tami;2
med;2
kleɾi;1
sulman;1
t͡ʃii;1
mames;2
kito;1
leto;1
st͡ʃuɾ;1
wais;2
ksksb;1
ɾast;9
util;4
ines;1
t͡ʃampan;1
nekst;4
bɾonɡ;1
aɾt;3
kak;3
bse;2
steinb;6
baɾɡp;1
naʝ;5
peo;1
xends;1
fjeld;1
monds;1
kolon;3
bjan;1
kuspi;1
ɾisma;1
nais;2
font;2
disto;1
atɾis;1
tet;9
belod;1
psiki;1
kɾem;2
lest;1
uɾss;1
seɾko;2
flwi;1
mot;4
t͡ʃauk;3
plaɾa;1
il;3
kaf;2
bam;3
ofo;2
ɾeks;4
pɾonos;2
seɾja;1
kupu;1
lebo;6
daɾt;1
sunt;3
beld;7
muxi;1
t͡ʃu;5
pui;2
sibi;3
lop;1
ɡin;2
balsa;2
ʝob;5
t͡ʃir;1
iden;4
ful;19
moun;2
tain;2
btt;1
blat;5
bɾok;2
faiɾ;1
eld;1
faɾm;1
fau;3
autok;2
emus;1
kɾuso;2
lokan;1
spe;1
xeɾt;1
teu;1
ɾeiɾ;2
ɾit;12
kiɾ;3
ɡab;2
teɾs;3
tɾaso;2
km;3
kubi;1
wi;20
ima;3
ponti;1
fendi;1
liss;2
kwas;3
piso;2
kɾsak;2
lews;2
wox;1
melo;1
tbe;4
sto;1
etb;1
pljo;2
ɡmb;1
wtk;2
ɾinɡ;2
nekt;1
ɾʝ;1
bini;1
ɾwok;2
bat͡ɬ;1
inba;2
ɾpp;1
stein;3
lito;1
ksiɡ;4
plin;1
pons;2
abi;5
lal;2
wm;1
eln;1
boli;1
ondo;1
beɾsa;1
dbd;1
jen;2
domes;6
t͡ʃip;1
nuio;2
tomati;1
mono;4
seɾbo;4
fmln;1
debi;2
debil;6
nmd;2
sentɾi;1
fp;2
kantan;1
plaso;1
pikon;1
kaɾni;4
pofɾ;7
kaʃ;1
flow;1
meta;22
baʝbe;2
om;5
xamon;1
faɾma;2
sinto;4
oit;3
teɾa;1
aunɡ;1
suu;1
xusɡo;1
fixo;1
toni;4
mnɾ;4
soik;4
tois;2
tat͡ʃo;1
nipon;1
mei;8
baɾs;1
efs;1
ebs;1
ɡɾaba;1
inm;1
lisman;1
xunɡ;1
duɾ;8
kes;3
sist;7
esto;2
tɾam;3
paɾon;1
labe;1
tendi;2
kompas;1
mut͡ʃi;3
aɾde;1
sein;1
kopp;1
ktu;4
estɾo;1
ftu;2
ɡoff;1
simon;1
kneset;1
moʃe;1
weis;3
pɾesk;1
fjel;2
kud;1
faɾdi;2
ʃas;2
nasi;1
kɾjo;1
fɾai;6
sini;2
tumb;8
klaɾi;1
fil;4
ɾidi;8
ʝeɾa;1
dɾes;2
oɡɾafi;2
neɾon;1
t͡ʃis;11
tok;1
leksi;1
abst;1
dɾu;2
ɾali;3
boɡan;2
ɡaɲan;1
soɾdi;2
lasto;1
ljeb;2
komi;3
leeɾ;5
pene;1
won;1
tains;1
sons;1
xent;1
xeɾman;10
linɡwis;5
bili;1
pɾolo;4
etse;4
leeɾa;1
ɾink;1
eran;1
filo;3
ep;2
mwo;1
bɾup;1
kili;1
meson;1
paes;1
dolo;1
ɲab;1
taiɡ;1
xal;4
esos;3
loe;1
opti;3
law;1
paɾpa;4
minus;1
sum;2
akus;1
belas;1
tapon;2
memb;3
ʝnt͡ʃan;1
eskɾu;3
peli;12
fel;1
estɾe;3
taɾde;1
ɾesa;1
faks;1
walk;1
ɡla;4
dwos;5
festin;1
septan;1
ɡlan;1
kontɾaɾ;1
ɾekon;1
feitaɾ;1
ɡoton;2
djos;4
epi;1
kaɾton;3
ɾapo;3
fwi;4
eksk;1
muɡ;1
bansa;1
dumb;5
ɾinkon;6
teson;1
fana;2
njen;2
bɾiɾ;4
innsb;1
ɾukk;1
andɾo;1
t͡ʃas;1
xaxa;1
kup;1
kuri;1
liʃ;1
ɾiʃ;1
flwiɾ;1
wʝs;1
bast;1
t;2
koɾt;4
skoɾ;2
lakk;2
xiɾl;1
anɡlo;1
topo;2
apɾès;1
ski;1
saxon;1
kaspi;1
monda;1
bok;2
xet;2
onk;1
beli;2
fɾun;1
mastil;1
sant͡ʃan;1
dixe;1
emo;2
ɾou;2
ɾebes;2
esa;3
flek;1
abil;1
kled;4
mismi;4
latin;3
kɾoss;1
klaɾ;6
boton;3
saɾkas;1
ljeɾ;1
ɡɾje;3
aɾtis;4
peɲo;1
seudo;1
kain;1
tɾink;2
ine;2
toman;1
ɾankan;1
ɾat;1
wiɾ;3
ɾanko;1
estu;2
ɾistok;1
ɲak;1
kolɡo;3
ento;1
bju;8
ɾamo;1
iɾo;2
pinto;1
feɾi;1
opte;1
anxe;3
dedi;1
pali;3
pedi;2
olo;23
tente;1
seɾe;1
pjan;1
doɾmi;1
kaska;1
plasi;2
ante;1
peɾte;1
ɡe;1
baxe;1
ɾesi;1
ɡwaɾ;1
onɡs;1
spjel;3
sili;1
apos;2
ʝeban;1
turon;1
pɾoxi;1
politi;3
liɡod;1
dulson;1
amen;3
boɾbon;1
polbo;2
ɡwnte;1
esas;1
foɾman;1
pam;1
ɾaxa;1
kaɾi;1
kaɾne;1
banɡ;2
ɡɾil;2
pank;1
bɾuxu;1
maun;1
ɡlandu;1
lamb;1
tipa;1
seda;1
but;11
bɾab;1
nop;1
ɾuxon;1
ɾeit͡ʃ;1
dɾama;5
ʝbɾi;1
nja;3
etni;3
loti;1
sandei;1
xou;1
podɾe;1
boɾt͡ʃ;2
anxel;1
dit͡ʃa;1
ɡɾandi;1
baʝe;2
ɲee;2
liɾi;3
fixen;1
niɡ;4
üei;1
njusp;1
memo;1
ça;12
t͡ʃale;1
aul;1
peʝon;1
sest;1
ɾui;3
punk;1
kani;1
banda;1
eka;1
era;1
ɾeɡas;8
ɡauk;1
ets;3
fundo;2
mou;3
boʝ;1
bjed;1
dit;4
blooms;1
buska;1
klift;1
njendo;1
libɾan;1
ɾad;1
ɡalan;2
dosil;1
kɾow;1
belti;1
bento;1
buskan;1
diɡma;1
uso;1
kat͡ɬon;1
ɾiɲon;1
lobɾe;1
saɾten;1
ɾikon;1
desden;1
mato;1
sefa;1
neɾɡw;4
paxa;5
nod;3
xuɾa;3
fjo;2
fuɾ;2
p;2
ɡadi;1
slo;1
tui;2
aɾbol;1
doɡ;2
mason;1
temb;4
ant;16
nad;1
oɾde;3
ɾiff;2
plei;3
kobɾo;1
ɾefɾan;2
fɾes;2
oloxi;3
motin;1
nost;1
nui;1
iɾa;1
tɾjes;1
boɡ;1
att;1
nba;9
ɾankinɡ;1
litt;1
ɾokk;2
fere;1
tomp;2
town;1
ladi;1
nkaa;3
todd;1
ott;1
dokk;1
tɾjo;2
muto;2
sweet;1
noɾt;4
skot;1
twɾ;1
baɾkk;1
dwiɡt;1
waɾt;1
bekk;1
neʝ;1
sout;1
teɾn;1
kules;3
ende;1
t͡ʃenk;1
kule;1
dexan;4
adi;1
nesk;1
demode;1
offs;1
klif;2
luik;4
antu;1
ket;5
ɾju;1
fɾed;1
beɾts;2
libe;1
koʝ;1
sur;1
tenti;1
fouɾ;1
ann;1
lustɾo;1
koɾd;1
ksal;4
sews;1
ɡɾant;1
paɾks;1
ʝp;4
ett;2
wio;2
pasmo;1
pelps;1
santi;1
ʃef;1
pibots;1
luɡwb;2
dxu;1
kik;1
fwis;1
beɾas;2
oiɾ;2
ɡiɾas;1
abɾas;1
bolisti;1
lako;1
toko;2
lam;7
tili;1
tɾaslu;1
mit͡ʃel;2
ɡois;1
bolb;8
nali;1
teuɾ;2
ɾain;7
loton;2
klas;3
kalis;2
botin;2
lomet;1
süʝe;7
ɾaɲan;1
bukon;1
tot;3
xean;1
lebin;1
osi;1
ombɾ;1
lisi;1
melk;2
kapo;3
mand;1
sinfin;2
poian;1
tums;1
ɾafa;2
ɾwino;1
batan;1
poxan;1
ladɾon;1
diɡni;1
kɾuiff;1
ilo;1
sembɾo;1
mnɡw;1
teʝb;1
lant͡ʃ;1
dando;3
niɡma;1
stoit͡ʃ;1
fotoɡ;1
bolko;2
laɾd;1
plen;3
tero;1
fɾaxi;2
oio;1
sesa;1
ɡwntan;1
selu;11
mbi;4
mbiti;1
ʝps;2
ɾist;1
bits;1
kuti;1
lanɡ;1
uu;1
pseu;1
lad;5
sinn;1
eɾb;1
lami;2
kad;2
soɾb;1
aɡnos;4
ato;10
liɡ;2
iso;2
ɾap;4
maɡne;1
xeɾme;1
mole;49
tabo;1
soma;2
dwo;7
kanse;1
pulmon;1
aplas;1
leu;2
ɡona;1
ʝdɾo;2
loxia;7
mami;4
teb;1
seb;3
xaɾdin;4
mosfe;2
aspe;2
siʝi;1
plas;1
oksi;2
kalka;1
indo;1
pɾot;1
kɾipti;1
kɾoma;1
manja;1
kumu;1
piɡ;1
duktil;1
mili;2
maɡo;1
kosmi;2
ɾono;1
flui;1
konfin;1
bobe;1
sota;1
kens;1
fɾut;2
mant;1
nadi;1
fiʃ;1
bison;1
dɾi;8
titi;3
kɾjas;1
feɾtil;1
aɾbo;4
kɾja;1
tastɾo;1
klwiɾ;1
kaɲon;10
eɲi;1
niɾan;1
balkon;2
pjon;1
biɾi;1
noiɾ;2
laus;1
ɡwst;1
maki;9
deut͡s;1
ɡott;2
daim;9
elm;2
bat͡ʃ;3
embo;3
klen;1
fɾjed;1
elin;1
ʝpi;1
boɾn;1
bolks;1
ew;1
ɾalp;1
oɾbi;2
peɾp;1
nukl;2
impli;2
pesifi;1
plankk;1
ɡot;1
foɾsan;1
afɾi;1
mofi;1
baɾon;3
kond;2
ɾwin;1
puʃ;1
ɾaɲon;1
wel;1
pitt;1
ektoɾ;1
tasi;1
letɾan;1
ɡoso;1
seeɾ;1
foko;1
mab;2
xens;4
mulo;3
bap;1
kuɡ;1
watt;2
ʝkk;1
bwiɾja;1
puk;1
kleɾ;1
omni;1
bɾown;1
bola;1
nett;1
xoin;1
ɾexon;1
beɾi;1
xie;1
put;2
ome;1
ɾosko;2
weʝs;1
koɾteks;3
sut;9
wɡ;1
knapp;1
intɾe;1
lumi;3
inmo;2
pleɾ;1
ɾitmi;1
ɾelam;1
eins;4
pound;1
ɡlen;1
baɾd;3
lone;1
bwib;1
test;1
ʃift;1
ɾofi;1
skout;1
maseɾ;1
metɾ;2
balis;2
ɡɾwi;1
alb;1
tuli;2
ɡast;1
kɾeio;2
fus;3
ɾoɾi;1
salt;1
tolo;1
ɾwiɾan;1
saak;2
pate;1
ɾixi;2
kett;1
weʝ;1
otɾo;1
ɾatexi;1
kɾane;1
poɾsk;1
lektɾoni;1
dɾos;2
polo;4
intɾin;3
dɾasti;1
lime;9
bea;4
fiɾi;1
lektɾon;2
ekstɾin;1
tknk;13
ttf;11
tnkk;2
anɡst;3
ɾoms;3
auf;1
fiɡ;10
ktk;7
pomme;1
knk;1
itf;1
kano;2
ɾoma;6
doks;2
tmttf;1
dbttf;1
ɾoa;1
nosik;1
lomb;1
dif;1
toɡ;1
waals;1
noɾɡa;1
kimi;3
tɾik;1
tmtsf;1
ksido;1
atmtsf;1
koulom;1
ɾosik;5
tnk;1
kn;1
ʃi;2
ʝeɡan;1
sjeɡ;1
nat;1
mm;1
ps;1
spin;1
st͡ʃɾjef;1
naaɾ;2
basf;1
wiɡs;1
ɡɾubbs;1
look;1
mkdi;1
mid;1
ɾajon;1
bɾid;1
isf;1
etk;2
ɾoʝan;1
ksik;1
fta;5
kɾ;2
ɾosikli;2
t͡ʃit͡ʃ;1
st͡ʃast͡ʃ;1
nakk;1
ɾ;1
mn;1
tae;1
mons;1
ɾife;1
disko;2
films;1
loɡɾa;1
dinami;1
mott;1
wb;1
ɾeti;3
eɾls;2
bɾus;2
sotɾo;1
ssnm;45
mjas;1
tie;1
lanko;3
aste;1
enfa;2
sssiu;2
sono;3
ʝpos;1
sspais;1
sslu;2
ssoɾ;1
stɾo;2
supli;2
ɲalan;1
ssnf;2
eksta;1
moɾis;1
ssadxnm;3
ssto;6
sati;2
ladin;1
funeb;2
sst;1
ɾafja;1
oni;1
sadi;1
sspit;1
ʝpok;2
sskan;1
sspldos;1
djeɾ;1
onan;1
bɾebisi;1
ksbi;1
senk;2
maɾks;1
xeɾma;1
ɾopo;3
diso;1
ows;2
enti;1
mass;1
seman;1
stɾauss;1
tafi;2
kant;12
sitt;1
lit͡ʃ;1
keit;1
set͡s;1
bunɡ;1
ɡɾund;1
ɡwnɡ;1
mum;1
letaɾ;1
noume;1
leib;1
sifɾo;1
empi;4
koɾpo;2
nit͡ʃt;1
deɾs;1
lsb;1
mekani;1
st͡ʃo;1
euɾ;1
ɡanɡ;1
toin;2
timpa;1
ws;1
seɾl;1
tels;1
wes;1
mxa;1
plos;2
towns;2
baii;1
talo;1
mnɡa;2
ɾibo;1
tja;2
kupon;1
ɲu;1
off;1
doɾt;2
maɾt͡ʃo;3
leip;4
alt;1
ɾda;2
nit;1
spiɾk;1
fuɾt;4
wüɾsbuɾ;1
mudo;2
pɾesto;1
oɾɡ;1
aust͡ʃ;5
wit͡s;5
t͡ʃanda;1
liɾan;1
st͡ʃind;1
woo;1
t͡ʃandal;1
seki;1
stɾom;1
talon;1
karon;1
kɾs;2
beb;1
floɾ;5
end;1
fom;1
ɾeten;1
sonɾ;1
at͡ʃis;7
leɾs;1
pɾosk;1
bɾonks;4
kɾek;1
planto;1
dɾil;1
pontane;1
fokon;1
t͡ʃuk;1
tanta;2
miɡɾo;1
buʝ;1
seɾs;1
belan;1
kitt͡ʃ;1
posteɾs;1
t͡ʃakon;1
bɾos;1
kɾok;1
ɡle;1
boliɡ;1
eɾe;1
anis;1
ɡwis;1
bais;1
ponlo;1
onas;3
ɡad;1
sabɾa;1
ɾumbo;1
ɡno;1
nise;1
kɾea;1
deustk;1
nest͡ʃ;1
kott;2
polt;1
knt;1
bebi;1
ik;1
senç;1
laɾes;2
xaen;1
noe;1
lones;1
tɾin;2
ɾoldan;4
dekɾe;1
simpa;1
idi;1
ɾaɾas;1
koɾp;1
ɾetisi;1
koɡ;1
eska;1
musa;1
baʝs;1
xul;1
suɲeɾ;1
mans;1
saldo;1
bbb;1
dɾen;1
tut;1
sino;1
ɾeinɡ;1
deɾuɾ;1
liɾe;1
naɾe;1
ɾuɾ;1
note;1
penso;3
ali;1
fati;2
et͡ʃan;1
xemo;1
laɾdon;1
inso;2
ea;1
mam;1
plank;4
inkɾe;1
albu;1
maska;1
twe;1
ɾepli;1
xabon;1
bidan;1
teleɡ;1
tjun;1
boro;1
ɡɾis;4
takon;1
inn;2
spain;3
bota;1
ʝndu;11
tekto;1
stoʝ;1
wʝ;1
umbɾ;1
lenti;1
buf;2
xines;6
kɾusan;1
num;6
maɡni;1
bosfo;4
seɾb;1
ɾandas;1
milo;1
baiben;1
t͡ʃofeɾ;1
point;1
ɡiɲo;1
filt;1
baɲo;1
m;1
epa;1
paɾko;1
ɲil;1
busko;1
taɾdo;1
kompɾe;1
kɾepus;4
klaɾin;1
desiɾ;1
oma;1
sipɾes;2
inklan;3
buos;3
bots;1
djuɾ;2
touk;1
eɾon;1
imbe;1
ɾofon;1
tafisi;1
pensan;1
dɾan;1
klimaks;1
poia;1
meɾan;1
eteɾ;1
blu;1
blason;1
tote;1
fjan;1
pɾosti;1
main;1
neɡan;2
beɾse;1
maius;1
kit;1
bsss;1
ɲen;1
uks;1
ɡien;1
baston;1
alsan;1
ɡɾito;1
buo;1
er;2
tols;1
tokɾa;1
delisi;1
toɾto;1
ɾuʝan;1
aman;1
timb;1
mpɡ;4
aʝo;1
sultan;1
pediɾ;1
lampa;1
monton;1
kaxon;4
fɾas;3
ɾesian;1
peɾd;1
tablo;1
ɾeɡlo;1
fumo;1
lonk;1
poɾton;1
sjes;2
doɾm;2
piɾo;3
fɾo;2
fɾjen;1
seit;1
ɾonk;1
moskon;2
sekan;1
koɾto;1
safɾan;1
sumbo;1
betun;1
fixa;1
paɾto;2
sobo;1
kɾux;1
t͡ʃupo;1
kuɾo;1
kor;2
ɾoloxi;1
sjemb;1
pudi;1
adan;1
miɾo;2
susto;1
dito;1
ɾeɡno;1
ɾosa;1
laɾɡo;1
teɾnon;1
buɾlon;1
xaɾe;3
muɾo;1
seran;1
insoli;1
templo;1
sonam;1
ploman;1
pɾodi;1
limetɾi;1
sixan;1
kultan;1
ɡɾasil;1
t͡ʃink;1
mexan;1
tenta;1
pɾend;1
siʝon;1
